Scrape_Timestamp,Raw_Web_Data
2026-09-22 16:50:45,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 9:51:00 AM Directions (1) 63 Levels (1) State College Structure Total Spots 1373 9/22/2026 9:51:00 AM Directions (2) 29 Levels (2) Eastside North Total Spots 1880 9/22/2026 9:51:00 AM Directions (3) 106 Levels (3) Eastside South Total Spots 1341 9/22/2026 9:51:00 AM Directions (4) 35 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 9:51:00 AM Directions (5) 594 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 17:06:09,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 10:06:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 10:06:00 AM Directions (2) 28 Levels (2) Eastside North Total Spots 1880 9/22/2026 10:06:00 AM Directions (3) 66 Levels (3) Eastside South Total Spots 1341 9/22/2026 10:06:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 10:06:00 AM Directions (5) 544 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 17:20:25,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 10:20:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 10:20:00 AM Directions (2) 37 Levels (2) Eastside North Total Spots 1880 9/22/2026 10:20:00 AM Directions (3) 70 Levels (3) Eastside South Total Spots 1341 9/22/2026 10:20:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 10:20:00 AM Directions (5) 505 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 17:36:23,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 10:36:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 10:36:00 AM Directions (2) 57 Levels (2) Eastside North Total Spots 1880 9/22/2026 10:36:00 AM Directions (3) 56 Levels (3) Eastside South Total Spots 1341 9/22/2026 10:36:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 10:36:00 AM Directions (5) 526 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 17:45:35,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 10:46:00 AM Directions (1) 37 Levels (1) State College Structure Total Spots 1373 9/22/2026 10:46:00 AM Directions (2) 84 Levels (2) Eastside North Total Spots 1880 9/22/2026 10:46:00 AM Directions (3) 65 Levels (3) Eastside South Total Spots 1341 9/22/2026 10:46:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 10:46:00 AM Directions (5) 473 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 17:54:16,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 10:54:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 10:54:00 AM Directions (2) 95 Levels (2) Eastside North Total Spots 1880 9/22/2026 10:54:00 AM Directions (3) 62 Levels (3) Eastside South Total Spots 1341 9/22/2026 10:54:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 10:54:00 AM Directions (5) 429 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 18:08:26,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 11:08:00 AM Directions (1) 42 Levels (1) State College Structure Total Spots 1373 9/22/2026 11:08:00 AM Directions (2) 144 Levels (2) Eastside North Total Spots 1880 9/22/2026 11:08:00 AM Directions (3) 65 Levels (3) Eastside South Total Spots 1341 9/22/2026 11:08:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 11:08:00 AM Directions (5) 349 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 18:26:49,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 11:27:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 11:27:00 AM Directions (2) 196 Levels (2) Eastside North Total Spots 1880 9/22/2026 11:27:00 AM Directions (3) 76 Levels (3) Eastside South Total Spots 1341 9/22/2026 11:27:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 11:27:00 AM Directions (5) 269 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 18:41:46,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 11:42:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 11:42:00 AM Directions (2) 217 Levels (2) Eastside North Total Spots 1880 9/22/2026 11:42:00 AM Directions (3) 107 Levels (3) Eastside South Total Spots 1341 9/22/2026 11:42:00 AM Directions (4) 58 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 11:42:00 AM Directions (5) 397 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 18:56:13,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 11:56:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 11:56:00 AM Directions (2) 222 Levels (2) Eastside North Total Spots 1880 9/22/2026 11:56:00 AM Directions (3) 105 Levels (3) Eastside South Total Spots 1341 9/22/2026 11:56:00 AM Directions (4) 41 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 11:56:00 AM Directions (5) 390 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 19:08:09,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 12:08:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 12:08:00 PM Directions (2) 231 Levels (2) Eastside North Total Spots 1880 9/22/2026 12:08:00 PM Directions (3) 90 Levels (3) Eastside South Total Spots 1341 9/22/2026 12:08:00 PM Directions (4) 31 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 12:08:00 PM Directions (5) 403 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 19:20:50,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 12:21:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 12:21:00 PM Directions (2) 241 Levels (2) Eastside North Total Spots 1880 9/22/2026 12:21:00 PM Directions (3) 97 Levels (3) Eastside South Total Spots 1341 9/22/2026 12:21:00 PM Directions (4) 13 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 12:21:00 PM Directions (5) 405 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 19:35:52,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 12:36:00 PM Directions (1) 24 Levels (1) State College Structure Total Spots 1373 9/22/2026 12:36:00 PM Directions (2) 256 Levels (2) Eastside North Total Spots 1880 9/22/2026 12:36:00 PM Directions (3) 92 Levels (3) Eastside South Total Spots 1341 9/22/2026 12:36:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 12:36:00 PM Directions (5) 394 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 19:46:08,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 12:46:00 PM Directions (1) 61 Levels (1) State College Structure Total Spots 1373 9/22/2026 12:46:00 PM Directions (2) 256 Levels (2) Eastside North Total Spots 1880 9/22/2026 12:46:00 PM Directions (3) 83 Levels (3) Eastside South Total Spots 1341 9/22/2026 12:46:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 12:46:00 PM Directions (5) 385 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 19:54:46,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 12:55:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 12:55:00 PM Directions (2) 258 Levels (2) Eastside North Total Spots 1880 9/22/2026 12:55:00 PM Directions (3) 88 Levels (3) Eastside South Total Spots 1341 9/22/2026 12:55:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 12:55:00 PM Directions (5) 390 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 20:06:25,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 1:06:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 1:06:00 PM Directions (2) 260 Levels (2) Eastside North Total Spots 1880 9/22/2026 1:06:00 PM Directions (3) 108 Levels (3) Eastside South Total Spots 1341 9/22/2026 1:06:00 PM Directions (4) 54 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 1:06:00 PM Directions (5) 412 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 20:20:29,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 1:20:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 1:20:00 PM Directions (2) 308 Levels (2) Eastside North Total Spots 1880 9/22/2026 1:20:00 PM Directions (3) 145 Levels (3) Eastside South Total Spots 1341 9/22/2026 1:20:00 PM Directions (4) 68 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 1:20:00 PM Directions (5) 452 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 20:37:45,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 1:38:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 1:38:00 PM Directions (2) 319 Levels (2) Eastside North Total Spots 1880 9/22/2026 1:38:00 PM Directions (3) 143 Levels (3) Eastside South Total Spots 1341 9/22/2026 1:38:00 PM Directions (4) 44 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 1:38:00 PM Directions (5) 401 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 20:48:28,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 1:48:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 1:48:00 PM Directions (2) 323 Levels (2) Eastside North Total Spots 1880 9/22/2026 1:48:00 PM Directions (3) 123 Levels (3) Eastside South Total Spots 1341 9/22/2026 1:48:00 PM Directions (4) 41 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 1:48:00 PM Directions (5) 406 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 20:56:57,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 1:57:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 1:57:00 PM Directions (2) 321 Levels (2) Eastside North Total Spots 1880 9/22/2026 1:57:00 PM Directions (3) 119 Levels (3) Eastside South Total Spots 1341 9/22/2026 1:57:00 PM Directions (4) 29 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 1:57:00 PM Directions (5) 401 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 21:09:30,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 2:09:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 2:09:00 PM Directions (2) 327 Levels (2) Eastside North Total Spots 1880 9/22/2026 2:09:00 PM Directions (3) 118 Levels (3) Eastside South Total Spots 1341 9/22/2026 2:09:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 2:09:00 PM Directions (5) 398 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 21:22:08,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 2:22:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 2:22:00 PM Directions (2) 324 Levels (2) Eastside North Total Spots 1880 9/22/2026 2:22:00 PM Directions (3) 105 Levels (3) Eastside South Total Spots 1341 9/22/2026 2:22:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/22/2026 2:22:00 PM Directions (5) 411 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 21:36:44,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 2:37:00 PM Directions (1) 30 Levels (1) State College Structure Total Spots 1373 9/22/2026 2:37:00 PM Directions (2) 96 Levels (2) Eastside North Total Spots 1880 9/22/2026 2:37:00 PM Directions (3) 232 Levels (3) Eastside South Total Spots 1341 9/22/2026 2:37:00 PM Directions (4) 96 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 2:37:00 PM Directions (5) 411 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 21:46:56,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 2:47:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 2:47:00 PM Directions (2) 104 Levels (2) Eastside North Total Spots 1880 9/22/2026 2:47:00 PM Directions (3) 248 Levels (3) Eastside South Total Spots 1341 9/22/2026 2:47:00 PM Directions (4) 93 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 2:47:00 PM Directions (5) 439 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 21:55:15,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 2:55:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 2:55:00 PM Directions (2) 107 Levels (2) Eastside North Total Spots 1880 9/22/2026 2:55:00 PM Directions (3) 246 Levels (3) Eastside South Total Spots 1341 9/22/2026 2:55:00 PM Directions (4) 85 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 2:55:00 PM Directions (5) 465 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 22:06:27,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 3:06:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 3:06:00 PM Directions (2) 141 Levels (2) Eastside North Total Spots 1880 9/22/2026 3:06:00 PM Directions (3) 269 Levels (3) Eastside South Total Spots 1341 9/22/2026 3:06:00 PM Directions (4) 76 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 3:06:00 PM Directions (5) 475 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 22:20:38,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 3:21:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 3:21:00 PM Directions (2) 154 Levels (2) Eastside North Total Spots 1880 9/22/2026 3:21:00 PM Directions (3) 273 Levels (3) Eastside South Total Spots 1341 9/22/2026 3:21:00 PM Directions (4) 66 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 3:21:00 PM Directions (5) 506 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
